	Vineyard	Treatment	Replication	Time	Cluster weight (T0)	Berry weight(T0)	TSS (T0)	TA  (T0)	Firmness  (T0)	Multiplex (FER_RG)  (T0)	Multiplex (Ferrari)  (T0)	Rachis Index  (T0)	Cracking index  (T0)	Shattering(%) (T0)	Acceptance  (T0)	Cluster weight	Berry weight	TSS	TA	Firmness	Multiplex (FER_RG)	Multiplex (Ferrari)	Weightloss (%)	Rachis Index	Bleaching index 	Cracking index	Shatter	Shattering(%)	Decay	Decay (%)	Shriveling 	Acceptance	Vineyard_Number_of_measures	Vineyard_index	Vineyard_Std_index	Vineyard_Incidence	Vineyard_Std_Incidence	new_time	disruption_length	disruption_temperature	treatment	mapped_period	Temperature_dday	kPa
608	A	4	9	III	581.34	6.545	17.1	0.369	4.5061282	5.113	0.4455	0.1	1	0.0	5.0	573.51	8.595	17.6	0.316	2.515023	3.615	0.5464	1.3652769786054368	0.8	2	2	1	0.1743648759393908	2	2.9973322173981276	2	2	4	1.57	0.06	47	6.831300510639732	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
609	A	4	10	III	486.27	5.795	19.1	0.355	4.7228062	4.683	0.3916	0.1	2	0.0	5.0	481.25	6.95	18.4	0.375	1.4194418	5.03	0.7514	1.0431168831168793	0.7	2	2	1	0.2077922077922078	0	0.0	2	3	4	1.57	0.06	47	6.831300510639732	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
610	B	4	1	III	617.93	9.92	19.6	0.447	2.9389808	4.432	0.4033	0.0	1	0.0	5.0	624.45	12.515	20.4	0.439	3.2843426	3.875	0.3246	1.04866246985903	0.8	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
611	B	4	2	III	517.41	8.865	20.5	0.424	4.7853791999999995	4.631	0.4719	0.1	1	0.0	5.0	524.65	10.35	21.1	0.344	2.7174812	3.782	0.5287	1.1132370847103827	0.9	1	1	1	0.19060325931573432	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
612	B	4	3	III	656.56	8.575	19.4	0.332	3.7175908	3.251	0.4196	0.0	1	0.15230900450834656	5.0	660.52	9.98	20.6	0.448	1.9280912	2.692	0.2986	1.3768734007554473	0.9	2	1	2	0.30279173984133717	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
613	B	4	4	III	663.37	9.955	19.9	0.396	5.5878521999999995	4.309	0.3843	0.1	1	0.0	5.0	669.15	9.83	19.8	0.458	2.6603276	4.569	0.4474	1.0883820492334635	1.0	2	2	1	0.14944332361951732	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
614	B	4	5	III	482.87	9.755	19.5	0.39	5.089973	5.151	0.494	0.0	1	0.0	5.0	489.73	10.63	20.6	0.413	3.7886800000000003	4.751	0.5183	1.2715637749290671	1.0	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
615	B	4	6	III	563.43	10.145	19.7	0.357	5.057799599999999	5.123	0.4851	0.0	1	0.0	5.0	566.09	10.54	20.1	0.37	3.7196096	3.834	0.3405	1.8351880446550446	1.0	3	3	1	0.17665035595046724	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
616	B	4	7	III	554.0	8.53	18.4	0.424	4.3413902	4.207	0.407	0.1	1	0.0	5.0	558.69	8.585	20.3	0.486	2.1853216	3.402	0.2861	1.4999999999999902	0.9	3	4	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
617	B	4	8	III	557.79	6.36	20.5	0.363	4.784379599999999	4.588	0.4294	0.0	1	0.0	5.0	560.87	7.635	19.3	0.408	2.6665506	3.355	0.509	1.7784470858208212	1.0	1	1	1	0.17829443543067022	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
618	B	4	9	III	602.94	10.46	20.0	0.475	3.975027	4.62	0.3786	0.0	1	0.0	5.0	606.89	10.3	20.2	0.347	2.9411367999999998	3.615	0.5575	1.5009785384947203	0.8	3	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
619	B	4	10	III	640.53	8.89	20.6	0.394	4.306070999999999	4.715	0.5344	0.0	1	0.0	5.0	642.51	10.115	19.3	0.378	2.478126	5.03	0.5836	1.720450252134948	0.9	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
620	A	5	1	III	530.23	8.32	17.7	0.402	3.1143321999999998	4.426	0.419	0.1	1	0.0	5.0	520.83	8.635	18.0	0.33	2.9059254	4.951	0.537	1.8048115507939204	0.9	2	2	1	0.19200122880786435	7	11.60551427529136	1	2	4	1.57	0.06	47	6.831300510639732	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
621	A	5	2	III	649.92	6.165	16.3	0.472	2.1891436	3.641	0.2861	0.1	1	0.15386509108813393	5.0	639.19	6.5	16.4	0.499	0.874601	4.349	0.5617	1.678687088346173	0.9	2	2	2	0.312896009011405	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
622	A	5	3	III	548.79	7.13	16.9	0.477	1.863176	2.354	0.2459	0.1	1	0.0	5.0	541.33	7.05	16.8	0.354	1.7771418	3.209	0.5032	1.3780873034932337	0.8	2	2	0	0.0	1	1.3023479208615816	2	2	4	1.57	0.06	47	6.831300510639732	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
623	A	5	4	III	630.88	12.35	17.7	0.439	4.9545762	3.585	0.5868	0.1	3	0.1585087496829825	4.5	623.41	10.34	17.4	0.364	1.8089525999999998	3.003	0.4163	1.1982483437865974	0.8	2	2	1	0.1604080781508157	1	1.6586195280794345	2	2	4	1.57	0.06	47	6.831300510639732	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
624	A	5	5	III	501.31	11.825	17.0	0.429	3.7552423999999998	4.187	0.5335	0.1	1	0.0	5.0	493.53	10.795	17.8	0.28	4.206993	4.015	0.432	1.576398597856266	0.8	2	2	1	0.20262192774502058	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
625	A	5	6	III	689.06	6.965	17.2	0.475	3.126102	2.024	0.5335	0.1	2	0.0	5.0	671.3	7.575	17.2	0.415	1.4994294	3.303	0.2963	2.645612989721435	1.0	3	3	0	0.0	1	1.1284075674065248	1	2	4	1.57	0.06	47	6.831300510639732	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
626	A	5	7	III	531.26	10.065	17.2	0.39	4.4364698	4.233	0.6959	0.2	1	0.0	4.5	520.82	8.935	17.4	0.357	1.2154547999999998	5.406	0.7918	2.0045313160016778	1.0	2	2	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
627	A	5	8	III	678.05	6.565	18.8	0.421	2.6952744	4.011	0.5531	0.1	1	0.29496349826708945	5.0	664.32	7.63	18.2	0.382	1.7693802	4.187	0.5834	2.0667750481695424	0.9	2	2	2	0.30105973025048166	1	1.1485428709055876	2	2	4	1.57	0.06	47	6.831300510639732	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
628	A	5	9	III	490.73	8.31	17.6	0.478	2.565542	6.491	0.9124	0.1	1	0.0	5.0	486.23	8.575	17.6	0.316	0.7774633999999999	3.968	0.7284	0.9254879378072105	0.9	2	2	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
629	A	5	10	III	690.01	8.185	17.4	0.426	4.0458712	3.807	0.4536	0.1	1	0.0	5.0	675.33	6.485	17.7	0.363	3.1235736000000003	4.593	0.4737	2.17375209157004	0.9	2	2	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
630	B	5	1	III	675.71	9.555	21.1	0.283	4.0118456	2.904	0.4814	0.0	1	0.0	5.0	677.2	12.65	20.2	0.352	3.9288298	4.951	0.4857	1.703393467611844	1.0	2	2	1	0.14766686355581807	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
631	B	5	2	III	643.05	10.22	20.4	0.352	3.6717562	3.848	0.3049	0.0	1	0.0	5.0	648.09	11.18	20.4	0.266	4.4320303999999995	4.349	0.4013	1.2378508669621215	0.8	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
632	B	5	3	III	646.13	7.87	19.6	0.406	5.6153412000000005	4.077	0.4579	0.0	1	0.46430284927181836	5.0	648.37	10.775	19.8	0.366	3.4920928	3.209	0.286	0.988965068948971	0.8	3	2	3	0.46269876767894874	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
633	B	5	4	III	578.58	9.155	20.0	0.402	3.8748318	4.679	0.4747	0.1	1	0.3456738912509938	5.0	652.74	9.66	20.1	0.414	4.2708498	3.003	0.476	0.17596505836698212	0.8	1	1	2	0.3064007108496492	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
634	B	5	5	III	636.49	10.335	20.6	0.352	3.3540696	5.108	0.4111	0.1	1	0.0	5.0	586.23	11.37	20.2	0.351	3.6080365999999997	4.015	0.3902	0.9246776590964123	0.9	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
635	B	5	6	III	636.45	8.12	21.2	0.423	4.2937328	3.618	0.1259	0.0	1	0.0	5.0	639.09	7.985	20.5	0.364	2.2341256	3.303	0.3805	1.6277790871238924	0.9	2	2	2	0.3129449686272669	1	1.2494327872443631	1	2	4	1.09	0.08	8	5.656854249492381	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
636	B	5	7	III	635.32	8.025	21.7	0.379	4.5075688	3.976	0.3922	0.0	1	0.0	5.0	636.6	10.095	20.8	0.4	2.1660842	5.406	0.3971	1.8447396587546474	1.0	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
637	B	5	8	III	667.77	11.39	20.8	0.408	3.8314178	5.268	0.5854	0.0	1	0.0	5.0	667.95	11.33	20.1	0.382	3.9307407999999997	4.187	0.2832	1.9198226934423432	1.0	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
638	B	5	9	III	437.41	10.985	22.0	0.389	3.6233638	5.148	0.7436	0.0	1	0.0	5.0	444.75	12.08	19.8	0.318	3.2055702	3.968	0.6049	1.2939804759836364	1.0	2	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
639	B	5	10	III	634.14	6.85	21.5	0.332	1.7853247999999997	3.038	0.3515	0.0	1	0.0	5.0	641.61	8.36	20.8	0.345	2.8740655999999998	4.593	0.4322	0.8720471820102774	0.8	2	2	5	0.7792895996010036	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	3	2.5	5	3	57.50000000000002	0.0818364419684176
640	A	6	1	III	601.51	11.04	18.1	0.408	4.2531608	5.561	0.9742	0.1	1	0.0	5.0	598.51	11.93	19.2	0.255	1.2576634	3.087	0.7993	0.5012447578152412	0.8	2	3	2	0.3341631718768275	6	11.959699921471655	1	2	4	1.57	0.06	47	6.831300510639732	3	1	5	6	3	38.15625000000001	0.0818364419684176
641	A	6	2	III	648.24	9.295	18.5	0.445	2.9494374000000003	5.916	0.6925	0.2	1	0.0	4.5	639.89	8.48	18.2	0.332	1.6927932	4.724	0.7537	1.3049117817124856	0.8	2	2	1	0.15627686008532715	8	10.601822188188596	2	2	4	1.57	0.06	47	6.831300510639732	3	1	5	6	3	38.15625000000001	0.0818364419684176
642	A	6	3	III	489.4	13.625	18.2	0.435	6.0134662	3.96	0.4025	0.1	1	0.0	5.0	480.99	11.33	17.0	0.324	2.9528673999999997	2.905	0.246	1.7484770993159875	0.9	2	2	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	1	5	6	3	38.15625000000001	0.0818364419684176
643	A	6	4	III	589.22	8.575	16.7	0.387	3.4614678	4.246	0.5064	0.1	1	0.0	5.0	578.87	8.41	16.0	0.292	2.2067248	4.338	0.4763	1.7879662100298899	0.7	3	3	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	1	5	6	3	38.15625000000001	0.0818364419684176
644	A	6	5	III	666.03	7.95	17.8	0.351	1.2158859999999998	2.339	0.07	0.2	1	0.0	4.5	657.3	8.87	18.1	0.3	1.564178	3.77	0.8096	1.3281606572341427	0.9	2	2	0	0.0	2	2.6989198235204626	2	2	4	1.57	0.06	47	6.831300510639732	3	1	5	6	3	38.15625000000001	0.0818364419684176
645	A	6	6	III	595.83	11.2	17.2	0.408	2.9035439999999997	3.884	0.1984	0.1	1	0.0	5.0	588.64	12.055	16.6	0.299	2.3885148	4.609	0.453	1.2214596357705991	0.8	3	3	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	1	5	6	3	38.15625000000001	0.0818364419684176
646	A	6	7	III	652.04	8.67	17.0	0.361	4.9409836	3.287	0.3373	0.1	1	0.0	5.0	636.66	8.535	17.0	0.384	2.1942396	4.458	0.5457	2.4157321019068254	0.9	2	2	1	0.15706970753620458	1	1.3405899538215063	1	2	4	1.57	0.06	47	6.831300510639732	3	1	5	6	3	38.15625000000001	0.0818364419684176
647	A	6	8	III	625.6	10.425	17.4	0.312	5.3596494	4.322	0.619	0.0	1	0.0	5.0	613.03	10.9	16.4	0.349	2.172758	4.143	0.5396	2.0504706131837027	0.8	2	2	0	0.0	1	1.778053276348629	2	2	4	1.57	0.06	47	6.831300510639732	3	1	5	6	3	38.15625000000001	0.0818364419684176
648	A	6	9	III	587.05	9.38	17.3	0.364	3.835818	3.211	0.3279	0.1	1	0.17034324163188827	5.0	569.04	8.275	17.9	0.309	1.678789	4.032	0.4234	3.16497961478982	1.0	2	2	2	0.3514691410094194	2	2.9084071418529454	2	2	4	1.57	0.06	47	6.831300510639732	3	1	5	6	3	38.15625000000001	0.0818364419684176
649	A	6	10	III	660.05	7.165	17.4	0.462	1.609699	4.519	0.5527	0.1	1	0.0	5.0	650.97	8.285	18.0	0.306	0.9064608	4.845	0.612	1.3948415441571695	0.9	2	3	0	0.0	4	5.090864402353411	1	2	4	1.57	0.06	47	6.831300510639732	3	1	5	6	3	38.15625000000001	0.0818364419684176
650	B	6	1	III	524.76	9.66	20.5	0.389	1.2523224	3.541	0.2549	0.0	1	0.0	5.0	531.63	9.825	20.7	0.368	2.8759178	3.087	0.395	1.1681530604466794	0.9	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	5	6	3	38.15625000000001	0.0818364419684176
651	B	6	2	III	638.46	9.165	20.1	0.358	3.6405236000000003	4.947	0.4135	0.0	1	0.0	5.0	642.18	10.905	20.0	0.336	3.5185136	4.724	0.3167	1.4534974783071901	0.9	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	5	6	3	38.15625000000001	0.0818364419684176
652	B	6	3	III	640.04	10.095	19.7	0.369	4.090755199999999	3.246	0.2717	0.0	1	0.0	5.0	644.18	13.225	18.7	0.36	3.1177523999999996	2.905	0.3089	1.384288481969879	0.9	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	5	6	3	38.15625000000001	0.0818364419684176
653	B	6	4	III	672.33	9.77	19.9	0.358	4.931595199999999	3.145	0.1798	0.0	1	0.0	5.0	674.03	11.15	19.9	0.334	4.440429	4.338	0.2279	1.6807222643642359	0.8	2	2	1	0.14836134890138422	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	5	6	3	38.15625000000001	0.0818364419684176
654	B	6	5	III	503.2	10.17	20.8	0.33	4.7978644	6.353	0.5274	0.0	1	0.0	5.0	501.52	10.715	20.8	0.321	1.9907034000000001	3.77	0.5906	2.917329093799683	1.0	1	2	2	0.39878768543627374	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	5	6	3	38.15625000000001	0.0818364419684176
655	B	6	6	III	582.46	12.135	19.4	0.333	3.7303699999999997	3.016	0.2052	0.0	1	0.0	5.0	584.57	12.86	20.0	0.268	3.7088099999999997	4.609	0.2805	1.8696562854101546	0.8	3	3	2	0.34213182339155274	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	5	6	3	38.15625000000001	0.0818364419684176
656	B	6	7	III	654.17	6.445	21.5	0.393	2.7249488	4.298	0.437	0.0	1	0.0	5.0	655.21	9.47	21.0	0.366	1.5215284	4.458	0.4626	1.8282709387467972	1.0	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	5	6	3	38.15625000000001	0.0818364419684176
657	B	6	8	III	579.78	6.03	21.9	0.357	3.8867583999999997	3.566	0.5265	0.1	1	0.0	5.0	575.09	7.58	22.0	0.421	1.5664418	4.143	0.338	3.051157335541057	1.0	1	1	1	0.17388582656627657	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	5	6	3	38.15625000000001	0.0818364419684176
658	B	6	9	III	568.6	10.185	20.6	0.375	3.5584486	4.091	0.3775	0.0	1	0.0	5.0	569.67	11.035	20.3	0.313	3.0187528	4.032	0.4988	2.098135772071766	0.8	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	5	6	3	38.15625000000001	0.0818364419684176
659	B	6	10	III	642.82	10.36	20.7	0.373	2.1716506	2.966	0.2232	0.0	1	0.0	5.0	636.52	11.1	19.5	0.357	1.9574127999999997	4.845	0.1261	3.00239569397344	0.9	3	2	2	0.31420850876641737	1	1.7438572236536165	1	2	4	1.09	0.08	8	5.656854249492381	3	1	5	6	3	38.15625000000001	0.0818364419684176
660	A	7	1	III	581.04	5.815	19.2	0.445	2.2416128	4.602	0.6808	0.1	1	0.0	5.0	577.34	6.045	18.2	0.288	0.952903	5.134	0.6443	0.6408701978037087	0.9	3	3	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	2	5	7	3	69.41145833333334	0.0818364419684176
661	A	7	2	III	513.63	6.915	18.0	0.409	3.5091153999999998	2.841	0.3151	0.1	1	0.0	5.0	509.01	6.465	17.0	0.355	1.0835076	3.221	0.5311	0.9076442506041147	0.9	4	4	2	0.39291958900610996	4	5.080450285849001	1	1	4	1.57	0.06	47	6.831300510639732	3	2	5	7	3	69.41145833333334	0.0818364419684176
662	A	7	3	III	651.09	9.565	19.2	0.396	3.2081671999999997	3.919	0.5833	0.1	1	0.0	5.0	646.05	8.925	18.3	0.327	1.2859854000000002	3.858	0.5048	0.7801253772927912	0.9	3	3	0	0.0	2	2.7629440445785933	2	2	4	1.57	0.06	47	6.831300510639732	3	2	5	7	3	69.41145833333334	0.0818364419684176
663	A	7	4	III	597.74	10.59	19.1	0.372	4.7213558	3.905	0.5326	0.1	1	0.0	5.0	591.94	9.22	18.0	0.336	1.3410711999999998	4.672	0.5684	0.9798290367266874	0.8	2	2	1	0.16893604081494745	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	2	5	7	3	69.41145833333334	0.0818364419684176
664	A	7	5	III	620.78	8.63	19.3	0.348	3.9081224	4.98	0.5116	0.1	1	0.0	5.0	612.53	9.37	18.2	0.307	1.1704531999999999	4.993	0.7072	1.346872806229899	0.9	2	2	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	2	5	7	3	69.41145833333334	0.0818364419684176
665	A	7	6	III	572.18	7.06	17.5	0.45	3.170741	3.484	0.4652	0.1	1	0.0	5.0	563.11	6.925	17.9	0.307	0.9808035999999999	3.098	0.6472	1.6106977322370295	1.0	3	3	1	0.17758519649801993	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	2	5	7	3	69.41145833333334	0.0818364419684176
666	A	7	7	III	685.11	7.605	17.6	0.475	2.9053766	4.254	0.4245	0.1	1	0.0	5.0	673.42	7.885	17.4	0.339	0.9392026	4.298	0.5386	1.7359151792343641	1.0	2	2	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	2	5	7	3	69.41145833333334	0.0818364419684176
667	A	7	8	III	610.16	9.95	19.2	0.447	4.254483799999999	4.927	0.6284	0.1	1	0.0	5.0	600.41	12.26	17.8	0.313	2.1883302	4.241	0.7263	1.6238903415999069	1.0	2	1	2	0.33310571109741677	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	2	5	7	3	69.41145833333334	0.0818364419684176
668	A	7	9	III	443.22	6.725	20.9	0.523	2.2671418	4.752	0.5864	0.0	1	0.0	5.0	433.63	6.93	19.7	0.337	1.3130922	5.46	0.5663	2.2115628531236378	1.0	1	2	1	0.230611350690681	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	2	5	7	3	69.41145833333334	0.0818364419684176
669	A	7	10	III	630.1	12.26	18.0	0.321	4.3480738	1.912	0.1846	0.1	1	0.0	5.0	616.85	8.155	18.3	0.261	2.0970922	2.406	0.2654	2.1480100510658993	0.9	2	2	0	0.0	3	3.9661181810812995	2	2	4	1.57	0.06	47	6.831300510639732	3	2	5	7	3	69.41145833333334	0.0818364419684176
670	B	7	1	III	709.22	11.22	20.7	0.336	3.9982333999999997	4.936	0.5174	0.0	1	0.0	5.0	713.61	14.905	20.1	0.337	2.3719528	5.134	0.5464	1.2140097571980504	0.9	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	5	7	3	69.41145833333334	0.0818364419684176
671	B	7	2	III	665.69	8.725	20.4	0.426	3.5132902	4.284	0.5305	0.0	1	0.30044014481214976	5.0	670.28	9.305	19.2	0.345	2.3907002	3.221	0.3868	1.2633508089351022	0.9	2	1	5	0.7459569135286747	1	1.3882258160768632	1	2	4	1.09	0.08	8	5.656854249492381	3	2	5	7	3	69.41145833333334	0.0818364419684176
672	B	7	3	III	634.2	8.72	20.8	0.339	3.9762716	4.032	0.4313	0.1	1	0.0	5.0	634.07	9.65	18.9	0.463	2.1737968	3.858	0.2351	2.0703248186691887	0.8	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	5	7	3	69.41145833333334	0.0818364419684176
673	B	7	4	III	550.15	9.93	20.2	0.433	3.6550374	3.134	0.1607	0.0	1	0.0	5.0	553.88	11.535	20.6	0.454	2.48136	4.672	0.2253	1.6849950013632615	0.8	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	5	7	3	69.41145833333334	0.0818364419684176
674	B	7	5	III	596.71	7.71	21.5	0.439	3.4658974	3.368	0.3709	0.0	1	0.0	5.0	599.1	9.62	20.7	0.441	1.9493669999999998	4.993	0.4608	1.778083155971915	1.0	2	2	1	0.16691704223001166	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	5	7	3	69.41145833333334	0.0818364419684176
675	B	7	6	III	627.33	11.055	20.6	0.37	4.583656	4.03	0.2632	0.0	1	0.0	5.0	628.55	11.08	20.4	0.417	2.8536522	3.098	0.3083	1.8777995632282984	0.8	2	2	1	0.1590963328295283	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	5	7	3	69.41145833333334	0.0818364419684176
676	B	7	7	III	640.72	7.815	21.0	0.447	3.7445995999999995	2.87	0.1637	0.1	2	0.1560744162816831	5.0	647.99	9.37	19.3	0.408	3.4168581999999996	4.298	0.3534	0.894306405294047	0.9	1	1	2	0.30864673837559226	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	5	7	3	69.41145833333334	0.0818364419684176
677	B	7	8	III	591.77	11.42	19.9	0.332	3.8388854	3.285	0.1495	0.1	1	0.0	5.0	596.05	13.04	20.2	0.387	4.6974241999999995	4.241	0.2958	1.4735454652990227	1.0	2	2	0	0.0	1	2.1877359281939435	1	2	4	1.09	0.08	8	5.656854249492381	3	2	5	7	3	69.41145833333334	0.0818364419684176
678	B	7	9	III	570.53	10.985	20.1	0.385	3.5148385999999996	3.852	0.3667	0.0	1	0.0	5.0	574.67	10.22	20.6	0.373	2.8881286	5.46	0.3726	1.552942001297042	0.9	2	2	1	0.17401291175805245	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	5	7	3	69.41145833333334	0.0818364419684176
679	B	7	10	III	619.9	7.28	21.2	0.368	3.9334358	3.563	0.2112	0.0	1	0.0	5.0	621.65	8.5	21.1	0.357	3.072692	2.406	0.2824	1.8148088401355056	0.9	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	2	5	7	3	69.41145833333334	0.0818364419684176
680	A	8	1	III	524.02	6.69	16.7	0.451	0.9952684	4.475	0.4058	0.1	1	0.0	5.0	510.14	6.225	21.6	0.351	1.3330548	4.18	0.5314	2.7208217352099417	1.0	2	1	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	3	5	8	3	98.684375	0.0818364419684176
681	A	8	2	III	626.32	10.34	17.4	0.4	1.6270645999999997	3.466	0.5507	0.1	1	0.0	5.0	607.63	11.19	17.9	0.381	1.4481264	4.155	0.6015	3.075884995803376	1.0	2	2	1	0.16457383605154452	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	3	5	8	3	98.684375	0.0818364419684176
682	A	8	3	III	657.18	7.025	20.4	0.511	1.4254883999999999	4.997	0.4147	0.0	1	0.15216531239538636	5.0	643.58	6.16	20.2	0.394	0.9316958	4.263	0.491	2.113179402716043	0.9	2	2	1	0.1553808384350042	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	3	5	8	3	98.684375	0.0818364419684176
683	A	8	4	III	474.78	12.385	18.3	0.402	3.8115433999999997	3.727	0.8705	0.1	1	0.0	5.0	465.22	12.2	16.2	0.316	1.9451824	3.856	0.8468	2.054941747990186	0.8	2	1	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	3	3	5	8	3	98.684375	0.0818364419684176
684	A	8	5	III	603.11	8.68	18.1	0.387	1.1501476	5.111	0.478	0.1	1	0.0	5.0	576.81	9.88	17.4	0.387	1.2709032	4.954	0.4974	4.559560340493415	1.0	2	2	0	0.0	7	11.990083389677713	1	1	4	1.57	0.06	47	6.831300510639732	3	3	5	8	3	98.684375	0.0818364419684176
685	A	8	6	III	639.41	5.9	20.1	0.448	3.7348094	4.408	0.4814	0.1	1	0.0	5.0	625.51	6.23	19.6	0.387	2.4317132	4.004	1.175	2.2221866956563407	1.0	2	2	1	0.1598695464500967	6	5.975923646304617	2	2	4	1.57	0.06	47	6.831300510639732	3	3	5	8	3	98.684375	0.0818364419684176
686	A	8	7	III	596.03	8.905	17.9	0.48	1.9330892	5.267	0.7878	0.1	1	0.0	5.0	578.18	10.3	18.2	0.441	2.1136150000000002	5.904	0.6371	3.0872738593517632	1.0	2	2	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	3	5	8	3	98.684375	0.0818364419684176
